CELL_LINE_NAME	AEW541	Nilotinib	17-AAG	PHA-665752	Lapatinib	Nutlin-3	AZD0530	PF2341066	L-685458	ZD-6474	Panobinostat	Sorafenib	Irinotecan	Topotecan	LBW242	PD-0325901	PD-0332991	Paclitaxel	AZD6244	PLX4720	RAF265	TAE684	TKI258	Erlotinib
SW 1353	0	1	-1	1	1	0	0	0	1	0	-1	1	-1	-1	1	0	1	-1	0	1	0	0	0	1
SW1417	0		-1	0	0	1	-1	0	1	0	-1	0		-1	1	-1	1	-1	-1	0	0	0	0	1
SW 1573	0		-1	1	1	1	0	0	1	0	-1	1		-1	0	0		-1	0	1		0	0	1
SW 1990	0	0	-1	1	0	0	0	0	1	0	-1	1		-1	1	-1	1	-1	0	0	0	0	0	0
SW403	0	1	-1	1	0	1	0	0	1	0	-1	1	-1	-1	0	-1	0	-1	-1	1	0	-1	0	0
SW48	-1	1	-1	1	-1	0	0	0	0	-1	-1	0	-1	-1	1	-1	0	-1	-1	1	0	-1	0	-1
SW480	0	1	-1	1	1	0	1	1	1	0	-1	1	-1	-1	1	-1	1	-1	-1	1	0	0	0	1
SW579	1	0	-1	1	1	0	0	1	1	-1	-1	0	-1	-1	0	0	1	-1	1	0	0	0	-1	1
SW620	0	1	-1	1	1	1	1	0	1	0	-1	1	-1	-1	1	-1	0	-1	-1	1	0	0	0	1
SW 780	0	1	-1	1	0	0	1	1	1	0	-1	1	-1	0	0	-1	1	-1	0	1	0	0	0	0
SW 900	1	1	-1	1	1	1	1	0	1	1	0	1		0	0	0	1	-1	1	1	0	1	1	1
T24	0	1	-1	1	1	0	0	0	1	0	-1	0	-1	-1	0	-1	0	-1	0	0	-1	0	0	0
T3M-10	1	1	-1	1	0	1	1	1	1	0	-1	1	0	0	0	-1	1	-1	0	1	0	1	1	1
T-47D	0	0	0	1	0	1	0	1	1	1	-1	1		0	0	1	0	-1	0	1	0	1	1	1
T84	0	0	-1	1	1	0	0	0	0	0	-1	0	-1	0	1	-1	0	-1	0	0	0	-1	1	0
T98G	0	1	-1	1	1	0	0	1	1	0	-1	0	0	0	1	0	1	-1	0	0	0	0	0	0
TC-71	1	1	0	1	1	1	1	0	1	1	-1	1	-1	-1	1	1	1	-1	1	1	1	0	0	1
TCCSUP	1	1	-1	0	1	1	1	1	1	1	-1	1	-1	-1	1	1	1	-1	1	1	0	0	0	1
TE-1	0		-1	0	0	1	0	1	1	0	-1	1		-1	0	0		-1	0	1		0	0	0
TE-11	0		-1	0	-1	0	0	0			-1	0		-1	0	0		-1	1			0	0	-1
TE-15	0		-1	0	0	0	-1	1	0	-1	-1	1		-1	0	-1		-1	-1	0		0	0	0
TE-5	1		-1	1	1	1	0	1	1	0	-1	1		-1	0	0		-1	0	1		1	1	1
TE 617.T	0	0	-1	0	-1	0	-1	0	1	-1	-1	0	-1	-1	0	-1	0	-1	-1	1	-1	-1	0	0
TE-9	0	0	-1	1	0	1	0	1	0	0	-1	0	-1	-1	1	0	1	-1	0	1	0	0	0	0
TEN	0	0	-1	0	0	0	0	0	0	0	-1	1	-1	-1	0	1	0	-1	0	0	0	0	1	1
Toledo	0	1	0	1	1	1	1	1	1	1	-1	1		-1	1	1	1	-1	1	1	1	1	1	1
TOV-112D	1	1	-1	1	1	0	0	0	1	0	-1	0	-1	-1	1	0	0	-1	1	1	0	0	0	0
TOV-21G	1	1	-1	1	0	1	0	1	1	0	-1	0	-1	-1	0	0	1	-1	0	0	-1	0	0	0
TT2609-C02	0	0	-1	1	1	1	0	0	0	0	-1	0	-1	-1	-1	-1	0	-1	-1	1	-1	-1	0	0
TYK-nu	0	1	-1	1	0	1	0	0	1	0	-1	0	-1	-1	0	0	1	-1	0	1	0	0	0	1
U-118 MG	0	1	-1	1	1	1	1	1	1	0	-1	1	-1	-1	0	1	1	-1	1	1	0	0	0	1
U-2 OS	0	0	-1	1	0	0	0	0	0	-1	-1	0	-1	-1	1	0	1	-1	0	0	0	0	0	1
U-87 MG	1	1	-1	1	0	1	1	0	1	1	-1	1	0	0	1	0	0	-1	1	1	0	0	1	1
U-937	0	0	-1	0	1	1	0	0	0	0	-1	0	-1	-1	1	0	0	-1	0	1	0	0	0	0
UACC-257	0		-1	1	1	1	1	1	1	0	-1	1		-1	1	-1		-1	-1	-1	0	1	1	1
UACC-62	0		-1	0	0	0	0	0		0	-1	1		-1	0	-1		-1	-1	-1	-1	0	0	0
UACC-812	1	0	-1	1	0	1	0	1	1	0	-1	1	0	0	1	0	1	-1	0	1	0	0	1	1
UM-UC-3	1	1	-1	1	1	1	0	1	1	0	-1	1	-1	-1	0	0	1	-1	0	1	1	1	1	1
VMRC-LCD	0	0	-1	0	1	0	0	0	1	0	-1	0		-1	0	0	0	-1	0	1	1	0	0	1
VMRC-RCW	-1	0	1	0	0	1	0	0	1	0	-1	0	-1	1	0	1	1	0	1	1	1	0	0	1
VMRC-RCZ	0	1	-1	1	0	1	0	0	0	0	-1	0	0	-1	1	0	0	-1	0	1	0	0	0	0
WM-115	1		-1	1	1	1	1	1	1	0	-1	1		0	0	-1		-1	0	0	0	1	1	1
WM1799	0	0	-1	0	1	0	0	1	1	0	-1	0	-1	-1	0	-1	0	-1	-1	0	-1	0	0	0
WM-266-4	1		-1	1	1	0	1	0	1	0	-1	1		-1	1	-1		-1	-1	0	0	1	0	1
WM-793	0	0	-1	0	0	0	0	0	0	0	-1	1	-1	-1	0	-1	0	-1	-1	0	-1	0	0	1
WM-88	0	0	-1	1	1	0	0	0	1	0	-1	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	0	1
WM-983B	-1	0	-1	0	-1	0	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	0
YKG1	0	1	-1	1	1	1	0	0	0	1	-1	1	0	0	0	0	0	-1	0	1		0	0	1
ZR-75-1	0		-1	0	1	0	0	0	0	0	-1	0		-1	0	0		-1	0	0	0	0	0	0
ZR-75-30	1	1	-1	1	-1	1	1	1	1	1	-1	0	0	1	1	1	1	-1	1	1	0	1	0	1
SCC-25			-1	0	0	0	0	1	1	-1		1		-1	0	0	0	-1	1	1	0	0	0	
