	MaxAbsEStateIndex	MaxEStateIndex	MinAbsEStateIndex	MinEStateIndex	qed	MolWt	HeavyAtomMolWt	ExactMolWt	NumValenceElectrons	NumRadicalElectrons	MaxPartialCharge	MinPartialCharge	MaxAbsPartialCharge	MinAbsPartialCharge	FpDensityMorgan1	FpDensityMorgan2	FpDensityMorgan3	BCUT2D_MWHI	BCUT2D_MWLOW	BCUT2D_CHGHI	BCUT2D_CHGLO	BCUT2D_LOGPHI	BCUT2D_LOGPLOW	BCUT2D_MRHI	BCUT2D_MRLOW	AvgIpc	BalabanJ	BertzCT	Chi0	Chi0n	Chi0v	Chi1	Chi1n	Chi1v	Chi2n	Chi2v	Chi3n	Chi3v	Chi4n	Chi4v	HallKierAlpha	Ipc	Kappa1	Kappa2	Kappa3	LabuteASA	PEOE_VSA1	PEOE_VSA10	PEOE_VSA11	PEOE_VSA12	PEOE_VSA13	PEOE_VSA14	PEOE_VSA2	PEOE_VSA3	PEOE_VSA4	PEOE_VSA5	PEOE_VSA6	PEOE_VSA7	PEOE_VSA8	PEOE_VSA9	SMR_VSA1	SMR_VSA10	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	SMR_VSA8	SMR_VSA9	SlogP_VSA1	SlogP_VSA10	SlogP_VSA11	SlogP_VSA12	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	SlogP_VSA9	TPSA	EState_VSA1	EState_VSA10	EState_VSA11	EState_VSA2	EState_VSA3	EState_VSA4	EState_VSA5	EState_VSA6	EState_VSA7	EState_VSA8	EState_VSA9	VSA_EState1	VSA_EState10	VSA_EState2	VSA_EState3	VSA_EState4	VSA_EState5	VSA_EState6	VSA_EState7	VSA_EState8	VSA_EState9	FractionCSP3	HeavyAtomCount	NHOHCount	NOCount	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAliphaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumAromaticRings	NumHAcceptors	NumHDonors	NumHeteroatoms	NumRotatableBonds	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	RingCount	MolLogP	MolMR	fr_Al_COO	fr_Al_OH	fr_Al_OH_noTert	fr_ArN	fr_Ar_COO	fr_Ar_N	fr_Ar_NH	fr_Ar_OH	fr_COO	fr_COO2	fr_C_O	fr_C_O_noCOO	fr_C_S	fr_HOCCN	fr_Imine	fr_NH0	fr_NH1	fr_NH2	fr_N_O	fr_Ndealkylation1	fr_Ndealkylation2	fr_Nhpyrrole	fr_SH	fr_aldehyde	fr_alkyl_carbamate	fr_alkyl_halide	fr_allylic_oxid	fr_amide	fr_amidine	fr_aniline	fr_aryl_methyl	fr_azide	fr_azo	fr_barbitur	fr_benzene	fr_benzodiazepine	fr_bicyclic	fr_diazo	fr_dihydropyridine	fr_epoxide	fr_ester	fr_ether	fr_furan	fr_guanido	fr_halogen	fr_hdrzine	fr_hdrzone	fr_imidazole	fr_imide	fr_isocyan	fr_isothiocyan	fr_ketone	fr_ketone_Topliss	fr_lactam	fr_lactone	fr_methoxy	fr_morpholine	fr_nitrile	fr_nitro	fr_nitro_arom	fr_nitro_arom_nonortho	fr_nitroso	fr_oxazole	fr_oxime	fr_para_hydroxylation	fr_phenol	fr_phenol_noOrthoHbond	fr_phos_acid	fr_phos_ester	fr_piperdine	fr_piperzine	fr_priamide	fr_prisulfonamd	fr_pyridine	fr_quatN	fr_sulfide	fr_sulfonamd	fr_sulfone	fr_term_acetylene	fr_tetrazole	fr_thiazole	fr_thiocyan	fr_thiophene	fr_unbrch_alkane	fr_urea
erastin	13.817098014427653	13.817098014427653	0.03058480352727777	-0.18096472522397344	0.3181293902602576	547.0550000000004	515.8070000000004	546.203383152	202	0	0.26564121379792915	-0.4916787788910052	0.4916787788910052	0.26564121379792915	0.9487179487179487	1.641025641025641	2.3846153846153846	35.4956923533024	10.133722070567652	2.2855826392325334	-2.3785209996692864	2.2805101046778042	-2.5057341207092585	6.3011565667106755	-0.13499930558452364	2.9689790703683587	1.3674284330137148	1513.9339084344988	27.354795904382627	22.04800620344894	22.803935149467392	18.95672879583072	13.100333145925784	13.478297618935011	9.363775725783935	9.80021150625592	6.9719564554428	7.223932770782286	4.8714951738975065	4.99748333156725	-3.88	777517854.0726801	26.71621070504054	11.883773179252888	5.768137792134619	231.89318172867513	14.373635638450576	17.323428164567737	6.606881964512918	0.0	11.466446624403513	0.0	19.056083746785475	4.9839785209472085	0.0	0.0	35.866408164078955	62.37841094707412	31.201658937391628	29.2390340004255	14.268263091671919	28.41104455166508	0.0	19.35089763043952	0.0	19.88931522852921	39.392789552676135	93.99724671240442	0.0	17.186409941251373	15.032992802652107	0.0	11.49902366656781	11.600939890232516	64.65086691246715	4.794537184071822	0.0	25.713719726529135	77.59094200561115	5.022633313741326	16.590311206764618	0.0	76.90000000000002	0.0	9.589074368143644	0.0	24.115169418064394	71.72228027323689	0.0	0.0	34.898934990099406	54.288216409772375	11.823646930541102	26.05864431877982	13.198342444094429	5.918253920397488	35.6438338833917	1.1689583196387578	1.1833639547887111	1.8025566285385584	21.70836708903328	0.0	6.820768204561519	0.0	0.3	39	0	8	0	1	1	3	1	4	7	0	9	8	0	1	1	5	4.722000000000004	152.02399999999972	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ML031	12.571142920131013	12.571142920131013	0.15942759511211912	-0.25792295442051927	0.6269775964393239	324.38000000000017	304.22	324.14739249999997	124	0	0.2296114870878304	-0.34407042361649237	0.34407042361649237	0.2296114870878304	1.0416666666666667	1.6666666666666667	2.2916666666666665	16.182370068421807	10.126101153579553	2.309983688662485	-2.129628569741588	2.194404297582523	-2.340046588937692	6.078231177847552	-0.137264541994987	3.031467539000427	1.8157830683468759	789.5194352034039	17.26722023457211	13.911700802275453	13.911700802275453	11.46923425058676	8.041502592815068	8.041502592815068	6.153346352846255	6.153346352846255	4.514122327339078	4.514122327339078	3.120719989283117	3.120719989283117	-2.6899999999999995	341197.73444957606	16.177773454646044	6.433288605672509	3.018626639518374	140.43067707954555	4.567099647791355	0.0	5.783244946364939	11.814359458703011	0.0	0.0	19.28352128306594	0.0	0.0	0.0	30.33183534230805	25.477292959539852	36.33770713315852	6.544756405912575	14.383611552215466	17.59760440506795	0.0	9.467009378641833	0.0	33.23387405114585	6.544756405912575	58.91296138386057	0.0	0.0	0.0	0.0	0.0	0.0	33.60937018962236	16.133830774056218	13.847474399381248	40.15093940301476	36.39820241076966	0.0	0.0	0.0	59.38	0.0	14.383611552215466	0.0	36.984004056832546	12.10820789760957	21.851217212244396	0.0	0.0	50.24567681015091	4.567099647791355	0.0	2.0795545162509446	0.0	37.04102563715222	0.0	3.5818098072562368	-0.7047239847627649	11.868781117297045	0.4149649438433567	4.38525462962963	0.0	0.3157894736842105	24	0	5	0	1	1	1	1	2	4	0	5	5	0	1	1	3	2.484940000000001	89.73450000000004	0	0	0	0	0	1	0	0	0	0	3	3	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CIL56	13.154350151399004	13.154350151399004	0.15117393626795717	-3.654374492739564	0.4471975596916333	489.6190000000003	462.40300000000025	489.13921296399997	176	0	0.24258837194274926	-0.41034031810061583	0.41034031810061583	0.24258837194274926	0.6060606060606061	1.0	1.3636363636363635	32.234860387374226	10.066462571989847	2.329101930242654	-2.2564252912722367	2.397775447705812	-2.3523989029302212	7.890324083219936	0.31948442190787535	3.169509251630803	1.5343028315698795	1224.3607218701095	23.216967702877938	18.273513551786237	19.906506713641686	15.835701762262687	11.354648934043142	14.234775591644421	8.792878580725228	12.668748540608561	6.788092934593308	10.577366667786125	4.99066899237294	8.07836744660181	-2.2699999999999996	42861096.11728526	22.518673912338766	8.50026528926453	3.7837053838999637	194.17018098610703	5.20725302477729	5.711685002770702	0.0	20.046582306815168	0.0	0.0	0.0	16.835593968657875	8.610431982592468	0.0	30.130090109525778	61.075657748944465	37.305928607044294	9.79096695103555	22.042846993435166	25.758267309585868	0.0	8.610431982592468	5.15571272675054	48.31589668859161	26.1790256236503	47.52510539416365	0.0	11.126902983393991	0.0	0.0	0.0	0.0	62.54398960244863	20.046582306815168	0.0	49.651832720950054	51.34488208855575	0.0	11.126902983393991	0.0	107.34999999999998	20.046582306815168	22.042846993435166	0.0	15.502651953806252	37.305928607044294	49.651832720950054	20.74316611951569	24.26546827384644	0.0	5.15571272675054	0.0	55.61617272023865	0.0	0.30234787253591433	13.253997512228032	2.5946549823633163	0.0	9.639627279937073	5.408656620170939	1.9932919980052013	-7.308748985479128	0.43478260869565216	33	1	8	1	2	3	2	0	2	6	1	10	4	0	2	2	5	3.2428000000000026	124.52310000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
FQI-1	12.154883393172083	12.154883393172083	0.006789965986394142	-0.05925925925925957	0.944794032414516	311.33700000000005	294.201	311.115758024	118	0	0.23080241637460372	-0.49357562888407064	0.49357562888407064	0.23080241637460372	1.173913043478261	1.9565217391304348	2.782608695652174	16.696799210794566	9.838067937414111	2.3081374370327987	-2.2717057905762994	2.4577597721742412	-2.234205160109173	5.9572905046493565	-0.11620780355792591	3.001221038744215	1.8347065457756473	771.612056859587	15.81119030894213	12.795765389742478	12.795765389742478	11.25835149307306	7.710831523714354	7.710831523714354	5.568444999727062	5.568444999727062	4.178029243736463	4.178029243736463	3.183677840380501	3.183677840380501	-2.69	353795.94093132304	13.93766185932209	5.499428072826145	2.379613392457363	133.71850767705465	19.527377465406477	5.749511833283905	11.49902366656781	12.700122035451333	0.0	0.0	4.794537184071822	0.0	0.0	0.0	18.19910120538483	24.619922828310838	29.65593250392957	6.606881964512918	19.005126045471968	11.594566004035068	0.0	0.0	0.0	19.262464868778025	18.716612874619077	47.52510539416365	0.0	17.248535499851716	19.527377465406477	5.687386274683562	17.248535499851716	0.0	19.30700399996425	4.794537184071822	0.0	30.38936785217202	36.39820241076966	0.0	0.0	0.0	56.790000000000006	0.0	4.794537184071822	0.0	18.618028081612728	18.777215420722833	28.313312924645363	0.0	0.0	43.321939610460284	5.316788604006331	14.210588861400147	16.63741999983342	0.0	12.154883393172083	2.9254899691358025	2.8260369425548	2.1421916729654833	11.671723565969597	0.3856462585034013	2.756608197865413	0.0	0.2777777777777778	23	1	5	0	2	2	2	0	2	4	1	5	3	0	0	0	4	3.288100000000002	85.26570000000004	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRD-K92856060	13.411412640673554	13.411412640673554	0.0022899607373816355	-4.545699706580163	0.23741619862896918	458.4480000000002	440.30400000000026	458.07838653599987	166	0	0.31177869328699703	-0.4901349274998477	0.4901349274998477	0.31177869328699703	0.96875	1.59375	2.15625	32.233428385496644	10.078539864173395	2.3222643301852264	-2.2307503528305914	2.3745405390700776	-2.350447084299827	7.93228266074348	-0.3855231168822521	2.7369514272692745	2.2478388968676186	1351.1618964655227	23.629027554137906	17.264814227881317	18.081310808809043	15.07262319394976	9.16093718936906	10.601000518169698	6.601278892490963	8.387964464608418	4.504772682034107	6.288947982034011	3.223142535220242	4.691171925022404	-3.99	8786741.705522407	22.689780071088155	8.63178912657119	4.097781301784233	182.7185923734988	9.473725907600098	5.749511833283905	5.749511833283905	5.907179729351506	10.023291153407584	11.656691562635412	19.703392636909218	12.72301297562517	0.0	0.0	24.26546827384644	24.26546827384644	30.68628989677245	22.61597834029654	32.40390830889035	44.04699714900765	0.0	0.0	0.0	18.742957874899023	11.415013532573766	64.71162188492006	0.0	11.49902366656781	13.778941898896331	11.374772549367124	11.49902366656781	0.0	32.3273905917275	19.612365521551226	10.114318268765572	13.847474399381248	59.49278709167226	0.0	10.772448428929591	0.0	133.12	37.40595696972995	28.121189621238152	0.0	17.186409941251373	15.077664420225826	25.122838405075452	26.16626887789138	24.26546827384644	0.0	0.0	9.473725907600098	37.467606954259985	0.0	34.03460289611465	12.074527552597193	-0.5605422493071295	-1.3373185057863048	12.278504790830727	0.0	2.2875380989838403	-3.3282528710262955	0.14285714285714285	32	0	10	0	0	0	3	0	3	8	0	11	6	0	0	0	3	3.423700000000002	115.25120000000005	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
B02	13.041698318216177	13.041698318216177	0.03676875997312479	-0.03676875997312479	0.5642960141557544	339.398	322.26200000000006	339.137162164	126	0	0.2614451297395784	-0.2881176835421643	0.2881176835421643	0.2614451297395784	0.8846153846153846	1.6923076923076923	2.5	16.140279786658073	10.16660704208726	2.090822528678489	-2.1117622897169377	2.122801619436849	-2.240605932464152	5.788807291124878	0.7379802350000682	2.7033254693877593	1.848585516983381	1116.411019469175	17.76937394568524	14.117249895994677	14.117249895994677	12.809663088089318	8.42746468242812	8.42746468242812	5.983739450621674	5.983739450621674	4.183940787843479	4.183940787843479	2.8765386437856924	2.8765386437856924	-3.529999999999999	1507460.788145635	15.966483310465259	7.150647225556784	3.3029629812344403	150.6629169038444	0.0	5.824404497999927	0.0	0.0	5.559266895052007	0.0	14.345615352810384	4.9839785209472085	0.0	0.0	48.53093654769288	41.478044402446585	12.393687143226153	17.447681337993632	0.0	23.054965145748817	0.0	14.53505668968577	0.0	6.544756405912575	0.0	106.42883645682163	0.0	0.0	5.559266895052007	0.0	0.0	0.0	14.53505668968577	6.544756405912575	0.0	16.95130748139392	83.9182620803757	0.0	23.054965145748817	0.0	47.78	0.0	4.794537184071822	0.0	5.559266895052007	23.272085835993558	11.126902983393991	0.0	16.960786791017508	78.88207796674548	4.9839785209472085	4.9839785209472085	1.7128325774754345	0.0	21.859113300036373	0.626813796506257	2.682236761988747	0.6263019652305368	21.2177118868285	7.298580351893843	0.47640936004031254	0.0	0.045454545454545456	26	0	4	0	0	0	2	2	4	4	0	4	4	0	0	0	4	4.010200000000003	104.71200000000002	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
BRD-K45681478	12.087234504913077	12.087234504913077	0.05967592592592563	-0.3255287855883091	0.833992838699597	247.68099999999998	237.60099999999997	247.04000624	86	0	0.21077223651873794	-0.37707586724355	0.37707586724355	0.21077223651873794	1.1764705882352942	1.7647058823529411	2.3529411764705883	35.49570497694968	9.922926607246444	2.300949844321262	-2.1751201384241603	2.263670192974453	-2.2858963452137875	6.494454397000603	0.09749582637006013	2.3614350064468734	2.4987681928979635	546.105373559094	12.41384908344359	8.995425962258178	9.751354908276634	8.163902460147014	5.094630767679103	5.472595240688331	3.562390284074568	3.9403547570837953	2.485398163919131	2.8460231936570977	1.6773413742344685	1.9317781130144027	-1.8699999999999997	8220.155257441567	11.610596086739449	4.5532379664256	1.8941784520346219	103.77713331295273	5.316788604006331	10.72932566516943	0.0	11.566489892729878	0.0	0.0	9.589074368143644	0.0	0.0	6.578935683598497	41.942428270912835	0.0	17.671659389306566	0.0	9.589074368143644	23.167429782962394	0.0	5.316788604006331	0.0	0.0	6.544756405912575	58.776652712842235	0.0	0.0	5.316788604006331	0.0	0.0	11.600939890232516	18.111246298642453	0.0	0.0	20.715977351537635	47.649749729448246	0.0	0.0	0.0	46.17	0.0	9.589074368143644	0.0	22.295815557899306	17.671659389306566	0.0	0.0	30.34148838068032	0.0	11.895724287604828	11.600939890232516	0.0	5.903923217435121	24.015016061980347	2.741685563114135	0.8846129377677003	-0.5828898966994198	6.640295335726883	1.592694003527337	3.9157738882590074	0.0	0.07692307692307693	17	1	3	1	0	1	1	0	1	3	1	4	3	0	0	0	2	2.2916	66.18170000000002	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ML050	5.57927768329554	5.57927768329554	0.2581249999999997	0.2581249999999997	0.7166478762924714	370.2460000000001	354.118	369.03644085199994	116	0	0.23080142156048078	-0.4535822527141309	0.4535822527141309	0.23080142156048078	1.0434782608695652	1.8695652173913044	2.782608695652174	79.91873117726222	9.767998376286924	2.3849310023094783	-2.3750724394786427	2.516090195837605	-2.2876847216205904	9.103242525863163	0.17358468833556695	3.219150627355114	1.6182130588799466	817.0120662943067	15.388540578131755	12.459527577395933	14.045524116510638	11.309663088089318	7.922486921772481	8.715485191329833	6.289733932221381	7.144070831395902	5.098957751755092	5.78571439834886	4.022659030408446	4.591659474277088	-1.9399999999999995	554408.5593443525	13.494540184164551	5.030824339366253	2.0095688306403914	142.9804958818285	14.790514511606428	0.0	11.49902366656781	6.792942306099827	0.0	0.0	0.0	0.0	0.0	0.0	46.28108531700194	41.66473185786622	16.07801183667737	6.041840829147961	9.473725907600098	21.61733017263291	0.0	0.0	5.917906046161393	18.380568498235363	12.109730910106158	64.14986512366383	0.0	11.49902366656781	14.790514511606428	5.687386274683562	11.49902366656781	15.929943897949348	6.792942306099827	0.0	5.917906046161393	29.507471481629352	53.02296214026984	0.0	0.0	0.0	30.49	0.0	0.0	0.0	6.041840829147961	18.628754398422615	22.39256480532623	16.814289258077554	0.0	6.06636706846161	63.73060805793149	9.473725907600098	12.13220353052965	3.7264415627362055	0.0	3.750324074074074	3.8719311906861518	2.667259857646762	13.029883212927045	5.7666347001763665	0.3053218712237471	0.0	0.2631578947368421	23	1	3	1	2	3	2	0	2	3	1	4	1	0	0	0	5	5.004300000000003	93.05870000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	2	0	4	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ML162	13.275944507432602	13.275944507432602	0.2749813100426377	-0.8689954438565557	0.43751274589689204	477.4130000000001	455.2370000000002	476.072818924	162	0	0.2481845858908921	-0.49519702806849364	0.49519702806849364	0.2481845858908921	1.1290322580645162	1.903225806451613	2.5161290322580645	35.49677075644479	10.105690013421087	2.3294254285174443	-2.3009627337296443	2.3487301963332285	-2.443192301148973	7.097371522305525	-0.12533655402173116	3.314389171577695	1.891542716613662	1012.9257611365811	22.21696770287794	16.885659277209022	19.214013750173656	15.045243855508332	9.614172811917733	11.406312580006704	6.660802515107315	8.314536191922802	4.6715165744753975	6.1202442254960685	3.198523702900726	4.3919778329502135	-2.539999999999999	12446605.201365836	23.130028268670063	11.184629880560694	5.787054882035038	195.0933673399819	10.05365155780638	17.671356107402204	0.0	11.814359458703011	0.0	0.0	14.48898409899412	0.0	0.0	22.937725768167255	47.99914230100218	41.62980415893536	17.10928987429744	12.13243085501886	14.325937321943691	52.04041139178634	0.0	5.316788604006331	0.0	12.462662452073971	24.434467123010926	81.50696545422164	0.0	5.749511833283905	14.953561288656857	5.687386274683562	5.749511833283905	34.53866565839977	31.348916850863457	16.00989599106965	0.0	16.482439514546254	66.04373345508202	5.022633313741326	0.0	0.0	58.64	11.949020558499466	9.589074368143644	0.0	11.787183174321845	29.425109450547378	10.440598685398296	23.34649315006275	18.19910120538483	47.844632249697185	5.316788604006331	27.938742734265084	5.203166625550295	13.596961479212467	28.250325377868215	5.158974450220959	1.5825554714001342	-0.49074686850352034	17.61963691070492	0.6821002508449899	0.4414643801820628	1.5111174780750343	0.21739130434782608	31	1	5	0	0	0	2	1	3	4	1	8	9	0	0	0	3	5.082100000000004	126.4257	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CIL41	12.647569286974047	12.647569286974047	0.16159155328798147	-0.2825219671201815	0.4035211294147928	298.386	276.21	298.16812794400005	116	0	0.34071661106272666	-0.38047449209372003	0.38047449209372003	0.34071661106272666	1.0454545454545454	1.5909090909090908	2.1363636363636362	16.668330167959198	9.494581433078624	2.5537271266277326	-2.542520531702693	2.5991979367629012	-2.4992982595840543	5.96997542307077	-0.17114808383138913	2.514998126496331	1.4849808132619935	573.4887754469859	15.156489770562876	12.702503286253604	12.702503286253604	10.64459695411744	8.248682797121258	8.248682797121258	7.419182993356303	7.419182993356303	5.767707973868639	5.767707973868639	5.209718738349977	5.209718738349977	-1.8399999999999996	158354.34203671498	13.797627855781366	5.111277501452809	2.3055654462975017	130.25753404357008	10.571256060898818	0.0	5.835619785757269	0.0	0.0	5.969305287951849	0.0	4.794537184071822	0.0	0.0	35.48754806905859	56.27864787604024	5.563451491696996	5.41499046939678	9.632125767808455	11.804925073709118	0.0	0.0	34.05808881179369	38.524929737556064	0.0	35.89528683400505	0.0	0.0	5.733667477162185	0.0	0.0	0.0	11.804925073709118	9.632125767808455	23.168708607880962	44.08838122925306	35.48754806905859	0.0	0.0	0.0	64.67999999999999	0.0	4.794537184071822	0.0	17.2199155431059	17.75371813848418	24.825916360475023	19.26246486877803	0.0	30.33183534230805	5.15571272675054	10.571256060898818	0.0	0.0	17.91466301335349	3.896396919879063	6.403559697026959	2.251767638376134	9.406984240857348	6.876628490507007	0.0	0.0	0.5555555555555556	22	2	4	4	0	4	1	0	1	3	1	4	3	4	0	4	5	3.0665000000000013	83.86340000000004	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSC30930	10.903712774484399	10.903712774484399	0.18074942026601515	-0.9648574782300428	0.7607000506278672	267.284	254.17999999999995	267.08954327600003	100	0	0.35182935324093273	-0.48889198751316226	0.48889198751316226	0.35182935324093273	1.1	1.9	2.65	16.477037948864027	10.200983287433008	2.074752641255873	-2.0562252252574957	2.2206871758729614	-1.942501493158892	5.936244478444674	0.06912870373460922	2.894098949849284	1.8014406596530774	746.7627901650453	13.94938298937633	10.666969380320866	10.666969380320866	9.720346690612276	6.2501513568271	6.2501513568271	4.511495724098219	4.511495724098219	3.070943729904759	3.070943729904759	2.056628452988596	2.056628452988596	-2.7499999999999996	63195.544668908966	12.292334289087536	5.089323289285414	2.4921910366681757	115.1785075888504	14.827368869587962	18.050321792645285	0.0	0.0	0.0	5.969305287951849	0.0	4.794537184071822	0.0	0.0	30.33183534230805	29.828919765543436	10.902924932081056	0.0	14.637927532712576	16.872230220032904	0.0	4.9839785209472085	0.0	6.606881964512918	0.0	65.85468310269995	0.0	5.749511833283905	4.736862953800049	0.0	5.749511833283905	0.0	16.059811203739763	6.606881964512918	0.0	16.051916670617278	54.59730361615449	0.0	10.902924932081056	0.0	62.32000000000001	5.969305287951849	4.794537184071822	0.0	5.693927994848461	6.606881964512918	22.215888257061955	0.0	6.06636706846161	48.53093654769288	4.9839785209472085	9.843390348640755	5.708572373393801	0.0	13.744638200018862	9.771518274303231	2.057926894650831	-0.24514281458680753	16.97383903430121	0.0	0.48864803791887135	0.0	0.0625	20	2	4	0	0	0	2	1	3	2	2	4	4	0	0	0	3	3.445100000000002	76.03200000000004	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CIL70	12.257892184575084	12.257892184575084	0.2138047472075253	-0.536244331065759	0.33595274967059907	338.794	323.67400000000004	338.0822054000001	120	0	0.36593902946290086	-0.384143265198449	0.384143265198449	0.36593902946290086	1.0	1.7083333333333333	2.5	35.49569155057862	10.05142164498551	2.111577748943345	-2.045547593101155	2.1894392747362366	-2.163711036469507	6.301041756037596	0.05169661207570139	2.6095256278922525	1.7263142962381877	899.3936677881986	16.94094682093905	12.776984660898972	13.532913606917427	11.631030293135236	7.391927836426709	7.769892309435937	5.291321019818144	5.72775680029013	3.5538593839018437	3.805835699241329	2.396334895763601	2.5223230534333436	-2.849999999999999	343559.7060657824	16.02354048393191	7.149088158394387	3.7254810439240034	144.03257343926919	10.571256060898818	5.835619785757269	0.0	0.0	0.0	5.969305287951849	0.0	4.794537184071822	0.0	0.0	65.28758916467594	34.535001126011416	11.443454936667337	5.563451491696996	9.632125767808455	34.178313392871225	0.0	0.0	10.889380203912726	6.4208216229260096	0.0	82.87957405021304	0.0	0.0	5.733667477162185	0.0	0.0	11.600939890232516	11.804925073709118	11.258410206662642	0.0	15.921440167465814	71.88575047982826	5.022633313741326	10.772448428929591	0.0	64.67999999999999	5.969305287951849	4.794537184071822	0.0	5.835619785757269	17.00690642836433	16.335899920626588	0.0	24.26546827384644	42.46456947923127	5.15571272675054	22.172195951131336	0.0	5.835634506017895	17.249765356168822	6.165756818925804	7.209621841568992	-0.3224395838582337	20.264452460143715	0.37498637881078345	0.0	0.0	0.05263157894736842	24	2	4	0	0	0	3	0	3	3	1	5	4	0	0	0	3	4.164900000000002	96.1419	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
