	MaxAbsEStateIndex	MaxEStateIndex	MinAbsEStateIndex	MinEStateIndex	qed	MolWt	HeavyAtomMolWt	ExactMolWt	NumValenceElectrons	NumRadicalElectrons	MaxPartialCharge	MinPartialCharge	MaxAbsPartialCharge	MinAbsPartialCharge	FpDensityMorgan1	FpDensityMorgan2	FpDensityMorgan3	BCUT2D_MWHI	BCUT2D_MWLOW	BCUT2D_CHGHI	BCUT2D_CHGLO	BCUT2D_LOGPHI	BCUT2D_LOGPLOW	BCUT2D_MRHI	BCUT2D_MRLOW	AvgIpc	BalabanJ	BertzCT	Chi0	Chi0n	Chi0v	Chi1	Chi1n	Chi1v	Chi2n	Chi2v	Chi3n	Chi3v	Chi4n	Chi4v	HallKierAlpha	Ipc	Kappa1	Kappa2	Kappa3	LabuteASA	PEOE_VSA1	PEOE_VSA10	PEOE_VSA11	PEOE_VSA12	PEOE_VSA13	PEOE_VSA14	PEOE_VSA2	PEOE_VSA3	PEOE_VSA4	PEOE_VSA5	PEOE_VSA6	PEOE_VSA7	PEOE_VSA8	PEOE_VSA9	SMR_VSA1	SMR_VSA10	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	SMR_VSA8	SMR_VSA9	SlogP_VSA1	SlogP_VSA10	SlogP_VSA11	SlogP_VSA12	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	SlogP_VSA9	TPSA	EState_VSA1	EState_VSA10	EState_VSA11	EState_VSA2	EState_VSA3	EState_VSA4	EState_VSA5	EState_VSA6	EState_VSA7	EState_VSA8	EState_VSA9	VSA_EState1	VSA_EState10	VSA_EState2	VSA_EState3	VSA_EState4	VSA_EState5	VSA_EState6	VSA_EState7	VSA_EState8	VSA_EState9	FractionCSP3	HeavyAtomCount	NHOHCount	NOCount	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAliphaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumAromaticRings	NumHAcceptors	NumHDonors	NumHeteroatoms	NumRotatableBonds	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	RingCount	MolLogP	MolMR	fr_Al_COO	fr_Al_OH	fr_Al_OH_noTert	fr_ArN	fr_Ar_COO	fr_Ar_N	fr_Ar_NH	fr_Ar_OH	fr_COO	fr_COO2	fr_C_O	fr_C_O_noCOO	fr_C_S	fr_HOCCN	fr_Imine	fr_NH0	fr_NH1	fr_NH2	fr_N_O	fr_Ndealkylation1	fr_Ndealkylation2	fr_Nhpyrrole	fr_SH	fr_aldehyde	fr_alkyl_carbamate	fr_alkyl_halide	fr_allylic_oxid	fr_amide	fr_amidine	fr_aniline	fr_aryl_methyl	fr_azide	fr_azo	fr_barbitur	fr_benzene	fr_benzodiazepine	fr_bicyclic	fr_diazo	fr_dihydropyridine	fr_epoxide	fr_ester	fr_ether	fr_furan	fr_guanido	fr_halogen	fr_hdrzine	fr_hdrzone	fr_imidazole	fr_imide	fr_isocyan	fr_isothiocyan	fr_ketone	fr_ketone_Topliss	fr_lactam	fr_lactone	fr_methoxy	fr_morpholine	fr_nitrile	fr_nitro	fr_nitro_arom	fr_nitro_arom_nonortho	fr_nitroso	fr_oxazole	fr_oxime	fr_para_hydroxylation	fr_phenol	fr_phenol_noOrthoHbond	fr_phos_acid	fr_phos_ester	fr_piperdine	fr_piperzine	fr_priamide	fr_prisulfonamd	fr_pyridine	fr_quatN	fr_sulfide	fr_sulfonamd	fr_sulfone	fr_term_acetylene	fr_tetrazole	fr_thiazole	fr_thiocyan	fr_thiophene	fr_unbrch_alkane	fr_urea
sitagliptin	13.679461187892965	13.679461187892965	0.0007829202490095	-4.644555837721908	0.6216377742511342	407.3180000000001	392.1980000000001	407.1180794200001	152	0	0.45121913633558036	-0.3333048742645144	0.45121913633558036	0.3333048742645144	1.1071428571428572	1.7857142857142858	2.4642857142857144	19.413336477755923	10.022365063641034	2.3949736688037624	-2.2858270901810727	2.291540428953748	-2.4160385905034985	5.764855775150973	-0.1477926173366598	3.0256848690734643	1.6262839581617268	896.3804853871784	20.637463722575188	14.3098244932103	14.3098244932103	13.057569213703696	8.219925475480155	8.219925475480155	6.430579763473452	6.430579763473452	4.367685432163572	4.367685432163572	3.0085167179112937	3.0085167179112937	-2.629999999999999	1435297.1570272483	20.113235134596483	7.4140587986888935	4.105785673487757	154.4835434099293	15.20067685580402	5.817220841045895	17.45884618009172	11.731584227351433	0.0	6.176298517443475	4.794537184071822	13.171245143024459	13.171245143024459	10.197363616602075	0.0	18.050640183084614	31.61854233236073	6.544756405912575	31.137027470120742	5.907179729351506	0.0	19.66437299524391	5.733667477162185	38.14929540426861	6.544756405912575	46.79665714775775	0.0	0.0	5.733667477162185	26.34249028604892	0.0	0.0	38.15814995965595	30.481170136266456	17.451662523137685	23.63308211062286	12.13273413692322	0.0	0.0	0.0	77.04	41.401386097080554	31.137027470120742	0.0	43.86376845328667	12.13273413692322	4.567099647791355	4.899909730850478	0.0	0.0	10.197363616602075	5.733667477162185	79.26135838781248	0.0	13.626120467477115	6.5954664399086305	5.640151990382421	-5.147753026926145	0.18403673411283816	-5.107136854179863	-0.30224413858748234	0.0	0.4375	28	2	6	0	1	1	1	1	2	5	1	12	4	0	0	0	3	2.0165	83.05340000000002	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	4	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDMP	12.50066101712341	12.50066101712341	0.043332178550432365	-0.7064456036908935	0.504537809698975	390.5680000000001	352.2640000000001	390.28824307599996	158	0	0.21985667217736954	-0.3862088350390227	0.3862088350390227	0.21985667217736954	1.0714285714285714	1.7142857142857142	2.392857142857143	16.47753360413068	10.007192032023264	2.255221616626568	-2.3278253719233257	2.1829639429475285	-2.4946088816185954	5.7585847660682346	-0.12274293883520049	2.7326874549139952	1.8113840087545339	531.9087902684679	20.02888696967908	17.444763811680144	17.444763811680144	13.702708600407236	11.028632269508838	11.028632269508838	7.813828841205112	7.813828841205112	5.434598390398941	5.434598390398941	3.690470265083073	3.690470265083073	-1.4299999999999997	2086330.3565780977	22.854908043613452	13.697406938884058	8.717505318259231	170.00858484626815	15.160178952647085	6.103966387748303	0.0	5.907179729351506	0.0	0.0	9.694446914922299	0.0	0.0	0.0	75.78050227955474	11.984273114623004	26.055090840663738	19.255604758173796	14.637927532712576	5.907179729351506	0.0	10.216698334856808	0.0	70.43611739999497	32.84803314676356	35.89528683400505	0.0	0.0	5.316788604006331	0.0	0.0	0.0	54.8034908309542	9.53140013787187	0.0	69.957728062544	30.33183534230805	0.0	0.0	0.0	61.80000000000001	6.103966387748303	9.901064578912528	0.0	11.949020558499466	26.179341957864423	31.494607549374166	32.10410811463005	0.0	30.33183534230805	17.140435534547432	4.736862953800049	5.416497775345405	0.0	14.758931990289591	13.981602846161621	0.8444292479211035	0.043332178550432365	9.303880436496248	8.191744823470954	5.959580701764645	0.0	0.6956521739130435	28	2	5	0	1	1	1	0	1	4	2	5	13	0	1	1	2	3.677700000000003	113.20150000000007	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
BRD-K71935468	15.987479818623674	15.987479818623674	0.07402129313170547	-1.8558299924015103	0.08317397188111392	904.9769999999997	856.5929999999996	904.3431917359999	342	0	0.32446983951550806	-0.49085169438509924	0.49085169438509924	0.32446983951550806	0.835820895522388	1.492537313432836	2.1641791044776117	16.554111848561277	9.64441284754904	2.744268019522721	-2.4589089333147216	2.655522916706748	-2.580827950907354	6.118657091296046	-0.17865759589394273	3.8516844856279353	1.2728911827098028	2708.3449147594365	46.65755004488744	36.8183706544106	36.8183706544106	32.70231282281692	22.024514324517256	22.024514324517256	16.555280248406525	16.555280248406525	13.073047411620903	13.073047411620903	10.195556509983469	10.195556509983469	-7.609999999999999	1670278857928774.0	44.5860874019779	19.082269111516982	7.9952072574245125	386.35403367917087	39.17058727574819	29.917191484089866	5.917906046161393	17.762698739689505	0.0	17.90791586385555	28.872595651209586	9.967957041894417	0.0	0.0	90.70364052771224	47.02218981739904	61.80782364788	38.828064751525304	48.026665130400005	41.358000878228616	0.0	19.76777650359537	11.835812092322787	36.06530096751498	63.829082970087995	149.40555183402014	0.0	17.590380470995193	14.953561288656857	11.635725555670057	5.749511833283905	0.0	114.25080468537381	43.598265251156036	23.67668073003407	52.42572712745521	121.58829437553517	0.0	0.0	0.0	190.03	71.2025667594703	14.69560176298435	14.383611552215466	32.724098363776996	52.72855616756709	5.563451491696996	14.219595082555067	53.6917992848463	82.59622428324029	27.125614283612034	18.947451815200196	22.54064828372978	0.0	86.69303878121246	13.136393282929888	1.3496429628084796	0.9402646087859374	29.834463810149664	2.203055585708861	0.8782607135340248	2.34089863780756	0.3137254901960784	67	2	16	0	4	4	4	1	5	14	2	16	11	0	3	3	9	4.171300000000003	241.9304999999993	0	1	1	0	0	2	0	0	0	0	5	5	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	4	0	3	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
entinostat	12.302097457230623	12.302097457230623	0.15416607704659913	-0.5229393936334212	0.5721890116710698	376.4160000000001	356.25600000000014	376.1535405	142	0	0.4072353132659892	-0.4446236510206658	0.4446236510206658	0.4072353132659892	0.9642857142857143	1.75	2.4642857142857144	16.547158939185433	10.114343467790507	2.0827738043015724	-2.0916337554664564	2.1759042070439505	-2.2328485575502457	6.0522843702841715	0.102185804270307	2.732363189298231	1.4780064194703328	943.3792237650929	19.769373945685235	15.091725528729782	15.091725528729782	13.614193540729627	8.659515066251403	8.659515066251403	6.029257578093961	6.029257578093961	3.954686734060978	3.954686734060978	2.4369441840381656	2.4369441840381656	-3.8699999999999997	2535239.5793695	18.90731100744621	9.17872083025522	5.311552662516531	162.10121246398117	21.104107638974895	6.606881964512918	0.0	0.0	5.907179729351506	6.093240070938415	9.77851570501903	4.794537184071822	0.0	0.0	30.33183534230805	35.89528683400505	30.06534653253272	11.374772549367124	14.325937321943693	23.375192349657045	0.0	10.30076712495354	0.0	13.151638370425493	11.050456081168516	89.74771230293325	0.0	0.0	16.367244685174846	16.169309733438947	0.0	0.0	16.98439832123713	17.888501324225544	0.0	21.48489165916281	73.05735782784227	0.0	0.0	0.0	106.34	6.093240070938415	9.589074368143644	0.0	12.514061693864424	23.482980446976697	11.126902983393991	0.0	66.99099075938065	6.06636706846161	15.617555728959871	10.470530430962235	5.123342284510248	0.0	28.030792488913946	5.436234933286354	9.041911164155316	-0.25621344885386366	17.574244590614263	2.771111713958519	0.44524294008188603	0.0	0.09523809523809523	28	4	7	0	0	0	2	1	3	5	3	7	6	0	0	0	3	3.342500000000001	106.5113	0	0	0	1	0	1	0	0	0	0	2	2	0	0	0	1	2	1	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
BEC	10.19024644116906	10.19024644116906	0.23314058956916117	-1.3207846749811039	0.30538144594746824	193.033	180.93699999999998	193.058009264	70	0	0.4517516324122244	-0.48006376820326563	0.48006376820326563	0.4517516324122244	1.5833333333333333	2.1666666666666665	2.5833333333333335	32.166491231123324	9.88025985567733	2.115465864985507	-2.0428974418137216	2.0442222454039163	-2.3219225886069412	7.989373169690404	-0.13743118983146957	1.9663276882372422	3.2541325583418144	145.40990953421706	9.560477932315067	6.511508518556122	7.328005099483847	5.536581260209189	3.459984040521731	4.614684578900983	2.2889392575163585	3.4387691717774174	1.1349945028831856	2.254190914665572	0.4703313593454539	1.4109940780363617	-0.23506493506493523	312.6461024297215	11.764935064935065	6.299599124659952	6.473571314524102	75.09884758091927	20.888240022134895	6.041840829147961	0.0	0.0	0.0	13.087697622176211	4.794537184071822	0.0	11.761884949391115	0.0	0.0	12.073026998390635	5.752853606746789	0.0	19.949109729044533	24.849582571567325	0.0	0.0	5.733667477162185	12.362014220791806	11.505707213493578	0.0	0.0	0.0	5.733667477162185	0.0	0.0	11.761884949391115	45.78981820979047	4.794537184071822	0.0	0.0	0.0	6.320173391643847	0.0	0.0	103.78	19.129538451324173	4.794537184071822	0.0	6.320173391643847	11.505707213493578	0.0	11.761884949391115	0.0	0.0	0.0	20.888240022134895	0.0	1.2921759259259256	10.19024644116906	25.196278974552783	5.187986583522298	-0.2427806122448979	-0.8695965608465615	0.23314058956916117	0.0	-1.3207846749811039	0.8	12	5	5	0	0	0	0	0	0	5	4	7	6	0	0	0	0	-1.3956999999999997	47.93480000000001	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
apicidin	14.037623829670533	14.037623829670533	0.15476005084427924	-1.0082172136658982	0.31087962186920726	623.7949999999998	574.4030000000004	623.368284288	246	0	0.24560681787184352	-0.41708509679940226	0.41708509679940226	0.24560681787184352	0.9555555555555556	1.6888888888888889	2.422222222222222	16.644464041288956	9.927920804026753	2.4047912218555094	-2.3934370618258076	2.243269186645293	-2.6385533834312933	5.97876750928788	-0.14741766057724728	3.414755691727287	1.6627390891618927	1372.0356551790835	32.50949644276187	27.102700999917918	27.102700999917918	21.675472810844127	16.54658418794915	16.54658418794915	12.412896341106475	12.412896341106475	9.35530002705906	9.35530002705906	6.377632956058508	6.377632956058508	-3.8899999999999992	8888471792.387321	33.99215396464836	15.903958558367666	8.234463210581577	265.2936466763263	25.6878641266061	37.060405804234314	0.0	23.628718917406022	0.0	0.0	23.97268592035911	0.0	4.7304076419062255	0.0	58.232777673234736	49.651832720950054	37.39028906076848	5.516700717616262	28.81027450409574	40.31488879585202	0.0	25.580683184775694	5.917906046161393	115.56761276784984	13.65455394719011	36.02576333715651	0.0	0.0	20.787954395755627	0.0	0.0	0.0	76.86419850030961	30.393507543285118	5.917906046161393	90.54287932002899	30.462311845459514	0.0	10.902924932081056	0.0	138.84000000000003	35.981722775294855	23.97268592035911	0.0	29.936332074155352	51.49050776639466	35.72884129255608	0.0	22.936958485647313	45.03667987291831	15.950365812018994	4.8375885837366335	1.6191259105884064	0.0	74.53923764095366	9.747847737799349	1.619504751431558	-1.4960040504712657	4.201562669100386	8.0730354517536	6.137846110626881	1.5578437782174281	0.6176470588235294	45	3	11	0	2	2	1	1	2	7	3	11	12	0	2	2	4	3.067000000000003	171.12809999999956	0	0	0	0	0	1	0	0	0	0	5	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Merck60	12.44620488473167	12.44620488473167	0.15706748940046866	-0.2598105631141341	0.6157282864242205	351.43100000000004	334.295	351.1041477840001	126	0	0.25521917437136354	-0.3970449439138523	0.3970449439138523	0.25521917437136354	1.0	1.76	2.4	32.133473939565214	10.110759105656628	2.0997440075677423	-2.1037798433416928	2.299982523141387	-2.132823089957139	7.130835975352042	-0.1137387869016241	3.112172311746025	1.782953364743842	902.9284573871421	17.811190308942127	13.575597832477477	14.392094413405204	12.024877143252587	7.651492708706106	8.531145519961001	5.4919916902113535	6.439685883210225	3.574644614015729	4.493581135336542	2.3633000927729007	3.087228285506882	-3.1199999999999988	621911.6174008317	16.72783212545138	7.189131889898232	4.047854756070396	149.0434404095427	16.367244685174846	0.0	0.0	5.907179729351506	5.907179729351506	0.0	9.589074368143644	0.0	0.0	11.336785877934737	12.13273413692322	53.40808374139418	23.05172215977248	11.374772549367124	9.589074368143644	40.21330416068844	0.0	0.0	0.0	6.923737199690624	16.367244685174846	65.5408178783174	0.0	10.440598685398296	16.367244685174846	17.062158824050687	0.0	11.336785877934737	11.814359458703011	4.794537184071822	0.0	17.28172587545944	59.9773663866204	0.0	10.440598685398296	0.0	84.22	0.0	9.589074368143644	0.0	11.814359458703011	22.625610315747682	10.440598685398296	6.923737199690624	41.668621220242784	29.645531044312357	10.633577208012662	5.733667477162185	0.0	1.6242257961700322	24.58935061890874	7.506332151022184	9.187628841583567	-0.41687805251460275	16.241505129167606	0.0	1.434502182329147	0.0	0.05263157894736842	25	4	5	0	0	0	2	1	3	4	3	6	4	0	0	0	3	4.208000000000001	102.86630000000001	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
BRD-A94377914	13.122031814268919	13.122031814268919	0.03813988038381755	-0.7900649302931047	0.37364907687315607	470.6390000000001	436.3670000000002	470.235161948	178	0	0.23822510377387207	-0.3398792597620414	0.3398792597620414	0.23822510377387207	1.121212121212121	1.9090909090909092	2.6363636363636362	32.13349122784206	9.974922712205574	2.3003063892989117	-2.333738119945395	2.25433825964027	-2.5139266274473258	7.137663885024893	-0.13411103417247788	3.261311114063434	1.6334230568969519	930.7430602589347	23.63118126525103	19.510183537051308	20.326680117979034	15.935560745775549	11.756486800510372	12.636139611765266	8.74788674435855	9.605989596216563	6.037800056149898	6.795521122954555	4.06788092273682	4.7904992980930805	-2.5799999999999996	27804073.08854759	25.050622676385398	12.604080763109717	7.751215331806145	199.52587559128622	15.428114392084485	11.701150992526333	5.131558479839333	11.814359458703011	0.0	0.0	14.48898409899412	4.9839785209472085	0.0	11.336785877934737	43.173478588160066	52.62027370291043	17.36433588508892	11.859703606982988	14.383611552215466	34.06594876284202	0.0	15.200676855804016	5.917906046161393	64.45608579523324	18.909216992596097	35.711898112773966	0.0	11.257379486545457	10.633577208012662	5.131558479839333	0.0	11.336785877934737	47.23969665758993	14.383611552215466	5.917906046161393	58.29031018309871	35.711898112773966	0.0	11.257379486545457	0.0	91.4	5.917906046161393	14.383611552215466	0.0	23.763380017202476	24.39402334861736	49.90624400708808	11.336785877934737	6.923737199690624	42.75957009545115	20.517465459810346	0.0	0.0	1.3525870531484707	44.081339789305254	8.331690072311396	1.7771423508681046	-1.1886660395191952	9.780306595068515	6.339851346583893	2.524138821254934	2.0016100109786286	0.52	33	2	7	0	1	1	1	1	2	6	2	8	11	0	1	1	3	4.4623000000000035	131.84739999999996	0	0	0	0	0	1	0	0	0	0	3	3	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
FGIN-1-27	13.498857319411522	13.498857319411522	0.18621451667086575	-0.2566470891078225	0.27657786103359666	436.61500000000007	399.3190000000002	436.288992024	172	0	0.22659451379536888	-0.3542821144390199	0.3542821144390199	0.22659451379536888	0.84375	1.46875	2.09375	19.142145146864248	10.013431481292358	2.1967800799601402	-2.2307064523197253	2.3103001803749663	-2.3389778476221132	5.946869490500165	-0.13019165238297714	3.1649495719198186	1.8259502638333291	964.7659856408161	22.760937777247957	19.630403105542086	19.630403105542086	15.634560252985374	12.26920652931539	12.26920652931539	8.709913938753193	8.709913938753193	6.190404696764334	6.190404696764334	4.3297370576740555	4.3297370576740555	-2.6199999999999988	19489253.071950737	24.030936463775323	12.425054605945066	6.443244618766419	191.57540305303633	9.883888251797686	5.817220841045895	0.0	5.907179729351506	0.0	0.0	4.794537184071822	4.39041504767482	0.0	0.0	70.57150534232214	54.300381571554055	23.99243774390621	12.114749617774471	9.184952231746642	16.810104661432565	0.0	9.883888251797686	0.0	71.63486900571534	13.08951281182515	59.91160888043577	0.0	11.257379486545457	0.0	4.39041504767482	0.0	0.0	28.880580792974342	11.21535880699783	5.817220841045895	70.77749887448633	48.53093654769288	0.0	22.160304418626513	0.0	36.1	0.0	9.184952231746642	0.0	11.7244005703974	6.4208216229260096	53.654911968000675	50.65766387447928	12.13273413692322	18.19910120538483	29.797729719640543	0.0	13.498857319411522	0.0	19.013267818707934	1.0667508981451985	3.82935064457882	-0.07043257243695678	14.596617979619282	9.647221805277466	6.0850327733634	0.0	0.4642857142857143	32	1	3	0	0	0	2	1	3	1	1	4	13	0	0	0	3	7.505700000000007	132.2607	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
vincristine	15.321994065804109	15.321994065804109	0.15528936304344998	-2.531098412712735	0.1310247762677446	824.9720000000002	768.5240000000003	824.3996439920003	320	0	0.34363054228972134	-0.4963431329927901	0.4963431329927901	0.34363054228972134	0.9666666666666667	1.7333333333333334	2.4166666666666665	16.577114797051138	9.473289556166327	2.8065322839068885	-2.627873369998295	2.680758009024114	-2.811677909629205	5.963184393502423	-0.2279960564117435	3.9248799441539326	1.3790970017416169	2310.1764691569488	42.56997437507694	35.28578239372784	35.28578239372784	28.75871932590915	21.259764842829107	21.259764842829107	18.10572185256904	18.10572185256904	15.501373008289516	15.501373008289516	13.364986680028899	13.364986680028899	-4.760000000000001	27977548254752.824	40.63584631061215	14.149039827212606	5.194742988591859	349.301117818847	39.04439485667929	11.164502302680685	6.103966387748303	12.011146117099809	0.0	17.90791586385555	24.18343101391642	4.794537184071822	0.0	0.0	44.19861581843384	74.24722930994724	78.20125607837056	38.659670538647816	48.338655341168895	40.90832237673628	0.0	14.783797982648164	11.332896515558172	99.51587194343307	58.95308438424594	70.93452509437687	0.0	5.749511833283905	9.636772684650527	5.687386274683562	5.749511833283905	0.0	132.75778826370833	50.639540159407	11.332896515558172	75.25960218364136	48.55024262443742	0.0	10.902924932081056	0.0	171.17000000000002	63.54263694005748	24.596666341896878	4.794537184071822	12.338727669087403	99.49571453651897	16.46637642377805	33.153039554373706	6.06636706846161	50.26498288689545	20.850165051109773	18.947451815200196	23.68723205757255	0.0	66.13385202726371	26.253140325577732	-3.1505585602761323	-2.0649612796681693	9.97370523848882	5.832904069265398	8.161264678568111	4.090088109874626	0.5652173913043478	60	3	14	1	5	6	2	1	3	12	3	14	8	1	2	3	9	3.517500000000003	220.56829999999945	0	2	0	0	0	1	1	0	0	0	4	4	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	0	6	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cytarabine hydrochloride	11.510870653817083	11.510870653817083	0.0	-1.3099310279667422	0.48568792320618137	279.68	265.568	279.062198228	102	0	0.3512126938330889	-0.39356685388765933	0.39356685388765933	0.3512126938330889	1.4444444444444444	2.111111111111111	2.611111111111111	35.4530008554631	10.128301814340107	2.4318383915929105	-2.1622368371141616	2.273662852452811	-2.355745034612392	5.853018961837436	-0.054897640291831196	2.5654067136030916	1.6199992232253849e-06	467.7614839043772	12.576985790260121	9.20937151440531	10.025868095333037	8.040912557858759	5.014304277265206	5.014304277265206	3.7711079251974	3.7711079251974	2.642834143988184	2.642834143988184	1.7293735696353043	1.7293735696353043	-1.1900000000000002	7816.79425634862	14.869488399762046	5.633631790239435	2.4708823898114978	108.05030252213997	25.790112615484354	24.129761941079934	6.22790117073487	0.0	0.0	5.689743398203474	4.567099647791355	4.794537184071822	4.9839785209472085	12.407033161179976	0.0	6.06636706846161	6.196843571613076	6.606881964512918	20.056445138322168	18.224895939015006	0.0	9.551078168738563	0.0	24.539800333979777	12.340549441675103	22.74749122234998	0.0	0.0	11.423410875365658	5.817862777835028	0.0	12.407033161179976	49.7894414810185	4.736862953800049	0.0	6.22790117073487	17.057747824146507	0.0	0.0	0.0	130.83	36.83642569669616	15.007591973753234	0.0	18.224895939015006	0.0	4.567099647791355	12.263210640074686	0.0	0.0	4.9839785209472085	15.57705782580294	6.187805177626606	0.0	14.98930933484505	28.15370186654909	4.629863315696649	0.05369758860334328	1.3711640211640213	-3.266372826908542	-0.4525018109095489	0.0	0.5555555555555556	18	5	8	0	1	1	0	1	1	8	4	9	2	0	1	1	2	-2.1412	63.16680000000003	0	3	3	1	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
itraconazole	12.801515820728529	12.801515820728529	0.06447939702238226	-1.1585013349296531	0.17439428838158272	705.6470000000003	667.3430000000001	704.239307056	256	0	0.3501012080231817	-0.49079080635828953	0.49079080635828953	0.3501012080231817	0.9183673469387755	1.5918367346938775	2.2244897959183674	35.49683848875782	10.056852809280482	2.453771636153098	-2.371079625209121	2.402557103258486	-2.4609094983862243	6.346739198365669	-0.19029954703636648	3.884754611566343	0.9252982702044731	1907.319691394515	33.9592439110677	27.361089428399964	28.87294732043687	23.813632049713455	16.407602224751766	17.16353117077022	12.301757421764197	13.145393328976787	9.150017714269008	9.697823825545049	6.240378005685443	6.792838919976673	-4.3599999999999985	199522788933.96674	33.15173603468026	14.242160394904474	7.044519489054606	293.88445706899506	24.010408323101103	43.98707681575133	0.0	5.7871111525705965	0.0	5.689743398203474	0.0	23.709221223100755	10.197363616602075	0.0	36.191984048617265	74.00822950723274	48.139882978455745	23.35874238208577	14.210588861400147	34.57665232983216	0.0	29.112047655631006	0.0	44.74597079768669	49.19260901437709	111.8049966788263	0.0	11.436898107967467	20.22642581370448	11.374772549367124	5.749511833283905	23.20187978046503	74.60880359605542	21.80559346608327	0.0	31.873588343152214	90.50653516144317	10.045266627482652	5.687386274683562	0.0	104.70000000000002	5.7871111525705965	4.794537184071822	0.0	24.38030702101231	28.822482048205487	55.4115179039109	11.009123009909725	34.03627686938884	44.179309741689295	49.24662987309668	37.41246864186518	23.656891928744855	12.739593221205338	21.589064250528768	9.50482828370203	3.6420225064515126	-0.4101879101813053	21.58128923511254	5.187873811896608	8.480846894761878	0.0	0.37142857142857144	49	0	12	0	2	2	3	2	5	12	0	14	11	0	2	2	7	5.5773000000000055	188.17599999999948	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
